,AMI,AMI_gt,ARI,ARI_gt,CorrelationScore,CorrelationScore_gt,InstabilityScore,InstabilityScore_gt,method
8.0,0.93865447907,0.822998206177,0.940633547211,0.798860935068,0.984821428571,0.983163265306,0.0245294200649,0.0958035840271,gmm-sph
9.0,0.786485895642,0.68878810624,0.656220968075,0.587869143508,0.894047619048,0.976020408163,0.168615663917,0.212364592934,gmm-sph
10.0,0.649823530727,0.618753667677,0.397732005422,0.44188398602,0.784642857143,0.967857142857,0.357675668499,0.327493968513,gmm-sph
2.0,1.0,0.430009438484,1.0,0.634272129618,1.0,0.498214285714,0.0,0.524735615262,gmm-sph
3.0,1.0,0.52813769164,1.0,0.665935794678,1.0,0.692857142857,0.0,0.315663716814,gmm-sph
4.0,0.768918690413,0.673705792192,0.820220957533,0.812105302782,0.583035714286,0.766071428571,0.138798405747,0.213039413472,gmm-sph
5.0,0.7976203921,0.83493478926,0.823440973493,0.956272467463,0.686428571429,0.882142857143,0.137488762977,0.133950449224,gmm-sph
6.0,0.977803367664,0.919127061555,0.988199246612,0.977802221276,0.999404761905,0.966666666667,0.00485758009577,0.0646058152737,gmm-sph
7.0,0.821250349044,0.821250349233,0.818407668548,0.818407668548,0.863265306122,0.863265306122,0.143495968109,0.143495968109,gmm-sph
8.0,0.931282864141,0.830137185316,0.945572603385,0.828805952994,0.986607142857,0.995918367347,0.0268435162974,0.0837702836179,gmm-sph
9.0,0.696623638901,0.636046686744,0.391291816546,0.44295708062,0.780952380952,0.904591836735,0.362295818417,0.400576131306,gmm-sph
10.0,0.659077702886,0.618112580082,0.373790224858,0.425454511275,0.705,0.934183673469,0.397317304303,0.412633390863,gmm-sph
2.0,1.0,0.430009438484,1.0,0.634272129618,1.0,0.5,0.0,0.524735615262,gmm-sph
3.0,1.0,0.528137691733,1.0,0.665935794678,1.0,0.754761904762,0.0,0.315663716814,gmm-sph
4.0,0.763666845981,0.693660357913,0.700493859308,0.82462465881,0.694642857143,0.804464285714,0.143102232282,0.207659630304,gmm-sph
5.0,0.810476945023,0.777615260277,0.834209621324,0.846010218556,0.737142857143,0.864285714286,0.132939502437,0.128390241898,gmm-sph
6.0,1.0,0.940012001227,1.0,0.989600878208,1.0,0.950595238095,0.0,0.059748235178,gmm-sph
7.0,0.877042601482,0.877042601482,0.887453134961,0.887453134961,0.830612244898,0.830612244898,0.105261845028,0.105261845028,gmm-sph
8.0,0.932398075496,0.883478207944,0.944268304633,0.897852114124,0.989285714286,0.991836734694,0.0245294200649,0.0462819246508,gmm-sph
9.0,0.731861323748,0.832413824884,0.618660496069,0.852089412918,0.846031746032,0.988775510204,0.216010337018,0.065167675514,gmm-sph
10.0,0.68352645659,0.650897003232,0.407242168835,0.463014052732,0.7125,0.895408163265,0.370288916255,0.399119196839,gmm-sph
2.0,1.0,0.430009438484,1.0,0.634272129618,1.0,0.417857142857,0.0,0.524735615262,gmm-sph
3.0,1.0,0.52813769164,1.0,0.665935794678,1.0,0.65119047619,0.0,0.315663716814,gmm-sph
4.0,1.0,0.696548917081,1.0,0.825884024154,1.0,0.719642857143,0.0,0.207121651987,gmm-sph
5.0,0.813850182041,0.855797973686,0.835480894211,0.968059149078,0.702857142857,0.849285714286,0.132434029044,0.128895715291,gmm-sph
6.0,1.0,0.940012001251,1.0,0.989600878208,1.0,0.921428571429,0.0,0.059748235178,gmm-sph
7.0,0.839785165942,0.839785165716,0.831260138116,0.831260138116,0.80306122449,0.80306122449,0.132639365259,0.132639365259,gmm-sph
8.0,0.842982555322,0.750241136864,0.843733606289,0.726038512303,0.859375,0.775,0.122647100325,0.182813602371,gmm-sph
9.0,0.741798411669,0.7614826648,0.589727199624,0.736437153256,0.842063492063,0.973979591837,0.231960467389,0.12395529888,gmm-sph
10.0,0.694923182873,0.619132415053,0.438168587234,0.467462926172,0.742142857143,0.966836734694,0.32614254911,0.29010469838,gmm-sph
2.0,1.0,0.430009438372,1.0,0.634272129618,1.0,0.3,0.0,0.524735615262,gmm-sph
3.0,1.0,0.52813769164,1.0,0.665935794678,1.0,0.62619047619,0.0,0.315663716814,gmm-sph
4.0,0.758056023711,0.611830572353,0.808218550075,0.687149040704,0.620535714286,0.772321428571,0.144716167233,0.209811543571,gmm-sph
5.0,0.813850181654,0.780506840186,0.835480894211,0.847270859073,0.76,0.828571428571,0.132434029044,0.127884768504,gmm-sph
6.0,1.0,0.940012001251,1.0,0.989600878208,1.0,0.913095238095,0.0,0.059748235178,gmm-sph
7.0,0.836832935816,0.836832935412,0.829268605177,0.829268605177,0.82193877551,0.82193877551,0.134055443892,0.134055443892,gmm-sph
8.0,0.880255330116,0.844990530386,0.870691406103,0.839667490745,0.963392857143,0.989285714286,0.0560011288274,0.0745138986877,gmm-sph
9.0,0.70783803629,0.656139081457,0.42341888655,0.494445845847,0.878174603175,0.965306122449,0.366397280512,0.292115244786,gmm-sph
10.0,0.659128678542,0.583833693868,0.454289911814,0.365750728694,0.743571428571,0.949489795918,0.348666205817,0.408128659522,gmm-sph
2.0,1.0,0.430009438484,1.0,0.634272129618,1.0,0.342857142857,0.0,0.524735615262,gmm-sph
3.0,1.0,0.528137691733,1.0,0.665935794678,1.0,0.62619047619,0.0,0.315663716814,gmm-sph
4.0,1.0,0.69654891726,1.0,0.825884024154,1.0,0.720535714286,0.0,0.207121651987,gmm-sph
5.0,0.813850182126,0.780506839926,0.835480894211,0.847270859073,0.76,0.87,0.132434029044,0.127884768504,gmm-sph
6.0,1.0,0.940012001299,1.0,0.989600878208,1.0,0.947023809524,0.0,0.059748235178,gmm-sph
7.0,0.816848658268,1.0,0.793540696989,1.0,0.837244897959,1.0,0.152936492327,0.0,gmm-sph
8.0,0.901071956107,0.809117874787,0.905085550998,0.788541026047,0.955357142857,0.982142857143,0.0439678284182,0.104597149711,gmm-sph
9.0,0.706275061791,0.624938424652,0.468200215114,0.417893173551,0.830952380952,0.908163265306,0.339965635898,0.422906313825,gmm-sph
10.0,0.677213599027,0.689155670418,0.493935355521,0.639925212961,0.724642857143,0.972448979592,0.283798074502,0.177486414847,gmm-sph
2.0,1.0,0.430009438484,1.0,0.634272129618,1.0,0.442857142857,0.0,0.524735615262,gmm-sph
3.0,1.0,0.52813769164,1.0,0.665935794678,1.0,0.771428571429,0.0,0.315663716814,gmm-sph
4.0,1.0,0.696548916542,1.0,0.825884024154,1.0,0.813392857143,0.0,0.207121651987,gmm-sph
5.0,0.813850182298,0.780506839579,0.835480894211,0.847270859073,0.812857142857,0.848571428571,0.132434029044,0.127884768504,gmm-sph
6.0,1.0,0.940012001038,1.0,0.989600878208,1.0,0.939285714286,0.0,0.059748235178,gmm-sph
7.0,0.844540721578,0.844540721744,0.83853320213,0.83853320213,0.837244897959,0.837244897959,0.128863155572,0.128863155572,gmm-sph
8.0,0.927500470151,0.852364580939,0.931417507876,0.848932161486,0.971428571429,0.991836734694,0.02915761253,0.0694228869762,gmm-sph
9.0,0.706406961403,0.834840467038,0.51928137036,0.852550274073,0.853968253968,0.995408163265,0.374144486692,0.065167675514,gmm-sph
10.0,0.662046346051,0.796898926307,0.4609849926,0.818655533259,0.825,0.990306122449,0.370739389389,0.079733744741,gmm-sph
2.0,1.0,0.430009438484,1.0,0.634272129618,1.0,0.469642857143,0.0,0.524735615262,gmm-sph
3.0,1.0,0.528137691733,1.0,0.665935794678,1.0,0.646428571429,0.0,0.315663716814,gmm-sph
4.0,1.0,0.696548917081,1.0,0.825884024154,1.0,0.763392857143,0.0,0.207121651987,gmm-sph
5.0,0.813850181569,0.855797973971,0.835480894211,0.968059149078,0.79,0.845714285714,0.132434029044,0.128895715291,gmm-sph
6.0,1.0,0.940012001441,1.0,0.989600878208,1.0,0.933928571429,0.0,0.059748235178,gmm-sph
7.0,0.812537887364,0.812537887364,0.785939786142,0.785939786142,0.845408163265,0.845408163265,0.157184728225,0.157184728225,gmm-sph
8.0,0.913442246301,0.816228781356,0.913808529557,0.794853979327,0.963392857143,0.994387755102,0.0374883589671,0.0995061379992,gmm-sph
9.0,0.697499415731,0.642183060795,0.394106159152,0.453810575987,0.80119047619,0.957142857143,0.361840100406,0.358650074332,gmm-sph
10.0,0.636529077489,0.593371330629,0.333245198615,0.409361476769,0.748571428571,0.962244897959,0.453175972935,0.340557689402,gmm-sph
2.0,1.0,0.430009438484,1.0,0.634272129618,1.0,0.296428571429,0.0,0.524735615262,gmm-sph
3.0,1.0,0.52813769164,1.0,0.665935794678,1.0,0.577380952381,0.0,0.315663716814,gmm-sph
4.0,1.0,0.696548917081,1.0,0.825884024154,1.0,0.721428571429,0.0,0.207121651987,gmm-sph
5.0,0.813850181654,0.855797973971,0.835480894211,0.968059149078,0.676428571429,0.853571428571,0.132434029044,0.128895715291,gmm-sph
6.0,1.0,0.940012001132,1.0,0.989600878208,1.0,0.954166666667,0.0,0.059748235178,gmm-sph
7.0,0.865447921468,0.865447921419,0.868423925362,0.868423925362,0.866836734694,0.866836734694,0.113758316824,0.113758316824,gmm-sph
8.0,0.930006645799,0.86930506185,0.942700474684,0.878497742065,0.984821428571,0.997448979592,0.0249922393114,0.0555383095809,gmm-sph
9.0,0.72756837699,0.657549179666,0.430750512271,0.486993737274,0.895634920635,0.958163265306,0.344067097993,0.319458325422,gmm-sph
10.0,0.649772306536,0.699113309173,0.383046868768,0.642083982589,0.766071428571,0.986734693878,0.398218250571,0.175234049177,gmm-sph
2.0,1.0,0.430009438484,1.0,0.634272129618,1.0,0.380357142857,0.0,0.524735615262,gmm-sph
3.0,1.0,0.52813769164,1.0,0.665935794678,1.0,0.636904761905,0.0,0.315663716814,gmm-sph
4.0,1.0,0.696548916482,1.0,0.825884024154,1.0,0.78125,0.0,0.207121651987,gmm-sph
5.0,0.813850181654,0.8557979738,0.835480894211,0.968059149078,0.755,0.85,0.132434029044,0.128895715291,gmm-sph
6.0,1.0,0.940012001275,1.0,0.989600878208,1.0,0.941071428571,0.0,0.059748235178,gmm-sph
7.0,0.819809401908,0.81980940197,0.798664573854,0.798664573854,0.848979591837,0.848979591837,0.150104335062,0.150104335062,gmm-sph
8.0,0.945821734238,0.828625297247,0.948407343092,0.809063439649,0.986607142857,0.980102040816,0.0212896853394,0.090249753069,gmm-sph
9.0,0.748130276602,0.668778070078,0.575301161271,0.531920313244,0.819841269841,0.976530612245,0.238796237548,0.256569239961,gmm-sph
10.0,0.6807326919,0.600440119161,0.425197416062,0.391188121577,0.7025,0.950510204082,0.404975347583,0.40137156251,gmm-sph
2.0,1.0,0.430009438484,1.0,0.634272129618,1.0,0.414285714286,0.0,0.524735615262,gmm-tied
3.0,1.0,0.52813769164,1.0,0.665935794678,1.0,0.734523809524,0.0,0.315663716814,gmm-tied
4.0,1.0,0.696548916482,1.0,0.825884024154,1.0,0.810714285714,0.0,0.207121651987,gmm-tied
5.0,0.813850181955,0.780506839405,0.835480894211,0.847270859073,0.79,0.882857142857,0.132434029044,0.127884768504,gmm-tied
6.0,1.0,0.940012001275,1.0,0.989600878208,1.0,0.935119047619,0.0,0.059748235178,gmm-tied
7.0,0.722818494312,0.72281849389,0.583175388799,0.583175388799,0.724489795918,0.724489795918,0.307761089498,0.307761089498,gmm-tied
8.0,0.72067729673,0.732960580142,0.416322693399,0.58808957375,0.807142857143,0.972959183673,0.352205446592,0.250848031607,gmm-tied
9.0,0.654954674422,0.693637903394,0.436385757651,0.569159682454,0.805158730159,0.95306122449,0.333129865739,0.240163391579,gmm-tied
10.0,0.585644447837,0.679444610868,0.335385263141,0.571989149046,0.742857142857,0.961734693878,0.42749900429,0.229290825272,gmm-tied
2.0,1.0,0.430009438484,1.0,0.634272129618,1.0,0.582142857143,0.0,0.524735615262,gmm-tied
3.0,1.0,0.528137691733,1.0,0.665935794678,1.0,0.830952380952,0.0,0.315663716814,gmm-tied
4.0,1.0,0.696548916482,1.0,0.825884024154,1.0,0.858928571429,0.0,0.207121651987,gmm-tied
5.0,0.813021106625,0.780506839405,0.834486729383,0.847270859073,0.827857142857,0.881428571429,0.132939502437,0.127884768504,gmm-tied
6.0,1.0,0.938017544038,1.0,0.988418862305,1.0,0.946428571429,0.0,0.0602339931875,gmm-tied
7.0,0.701780614123,0.699637909111,0.519886335362,0.518927084883,0.75,0.751020408163,0.413022934526,0.413494960736,gmm-tied
8.0,0.71603668124,0.713657410149,0.427408434601,0.53371423226,0.791517857143,0.906632653061,0.349428531113,0.335543953718,gmm-tied
9.0,0.629364766905,0.625639258424,0.30072268968,0.411200999461,0.753968253968,0.930102040816,0.479415347138,0.381891692872,gmm-tied
10.0,0.589712608149,0.587690510547,0.28396199657,0.360604820215,0.666428571429,0.87806122449,0.489213823665,0.472996790837,gmm-tied
2.0,1.0,0.430009438484,1.0,0.634272129618,1.0,0.446428571429,0.0,0.524735615262,gmm-tied
3.0,1.0,0.52813769164,1.0,0.665935794678,1.0,0.75,0.0,0.315663716814,gmm-tied
4.0,0.995867951166,0.694565757992,0.998702231071,0.824780827024,0.998214285714,0.846428571429,0.00053797831685,0.207659630304,gmm-tied
5.0,0.991006441181,0.851795576482,0.99645480989,0.965691402763,0.998571428571,0.912857142857,0.0015164201799,0.129906662078,gmm-tied
6.0,0.994411254636,0.936456039625,0.997629173451,0.987229102611,0.998214285714,0.956547619048,0.000971516019154,0.0607197511971,gmm-tied
7.0,0.702509852483,0.994735385928,0.529289011764,0.997628131837,0.791836734694,0.998469387755,0.385645414294,0.000944052421773,gmm-tied
8.0,0.66450436824,0.712830940562,0.458627535282,0.538471025895,0.752232142857,0.920918367347,0.371181035699,0.321659376323,gmm-tied
9.0,0.637542119506,0.614534460816,0.341510661091,0.376778138489,0.836111111111,0.897959183673,0.39556323319,0.475769603053,gmm-tied
10.0,0.60358397267,0.553936111567,0.30524994119,0.291639534345,0.774642857143,0.877551020408,0.472095844568,0.504529910226,gmm-tied
2.0,1.0,0.430009438484,1.0,0.634272129618,1.0,0.451785714286,0.0,0.524735615262,gmm-tied
3.0,1.0,0.528137691733,1.0,0.665935794678,1.0,0.67380952381,0.0,0.315663716814,gmm-tied
4.0,1.0,0.696548917081,1.0,0.825884024154,1.0,0.769642857143,0.0,0.207121651987,gmm-tied
5.0,0.813850182212,0.855797973686,0.835480894211,0.968059149078,0.765714285714,0.859285714286,0.132434029044,0.128895715291,gmm-tied
6.0,1.0,0.940012001109,1.0,0.989600878208,1.0,0.945238095238,0.0,0.059748235178,gmm-tied
7.0,0.821316815735,1.0,0.801243479878,1.0,0.769897959184,1.0,0.148688256429,0.0,gmm-tied
8.0,0.71120103065,0.712087475899,0.468020403292,0.523615124923,0.846428571429,0.94387755102,0.394784817271,0.379511782136,gmm-tied
9.0,0.645824135155,0.715139739934,0.366784391683,0.570097208615,0.650793650794,0.973469387755,0.396930387221,0.260670702056,gmm-tied
10.0,0.612506959413,0.588819565865,0.352949844254,0.367828393751,0.691785714286,0.916836734694,0.430652316228,0.42975136996,gmm-tied
2.0,1.0,0.430009438484,1.0,0.634272129618,1.0,0.380357142857,0.0,0.524735615262,gmm-tied
3.0,1.0,0.52813769164,1.0,0.665935794678,1.0,0.697619047619,0.0,0.315663716814,gmm-tied
4.0,1.0,0.696548917081,1.0,0.825884024154,1.0,0.74375,0.0,0.207121651987,gmm-tied
5.0,0.813850181483,0.780506839752,0.835480894211,0.847270859073,0.725,0.807857142857,0.132434029044,0.127884768504,gmm-tied
6.0,1.0,0.940012001346,1.0,0.989600878208,1.0,0.905952380952,0.0,0.059748235178,gmm-tied
7.0,0.70044386046,0.700443860283,0.516365100314,0.516365100314,0.786224489796,0.786224489796,0.425767642219,0.425767642219,gmm-tied
8.0,0.713698987856,0.71346862564,0.381351254457,0.528101102976,0.808035714286,0.963265306122,0.369329758713,0.354982362071,gmm-tied
